id,label,text,user
53354,-1,declinedrear brake pads and resurface rotors mm remaining clamp $T$ shield  trans fluid diff fluid  cabin air filter tire rotation  left front wiper insert|heat|,1
53353,1,confirmed customer concern found fault in ac control unit coolant shutoff valve short circuit to b priced out coolant shutoff valve recommend replacing valve ri wiper arms cowl panel wiper transmission firewall panels disassembled plenum panel replaced electric coolant shutoff valve topped off coolant and bled cooling system confirmed $T$ from vents and found no faults to return test drove vehicle is operating as designed|heat|,1
53352,NA,unable to duplicate any noises in the shifter areasteering wheel area test drove and stopped multiple times only noises that were heard were the blower motor on a very low setting and the engineunable to duplicate any noises in the shifter areasteering wheel area test drove and stopped multiple times only noises that were heard were the $T$ on a very low setting and the engine if concern occurs more frequently advise client to bring vehicle back in to duplicate with technician|blower motor|,1
53351,NA,unable to duplicate any noises in the shifter areasteering wheel area test drove and stopped multiple times only noises that were heard were the $T$ on a very low setting and the engineunable to duplicate any noises in the shifter areasteering wheel area test drove and stopped multiple times only noises that were heard were the blower motor on a very low setting and the engine if concern occurs more frequently advise client to bring vehicle back in to duplicate with technician|blower motor|,1
53350,NA,mpi completed vehicle inspections measured front tires at  rear tires low at  found all tires dots expired at  tires over yrs old recommend four new tires measured front brakes at mm rear brakes at mm found oil build up around ac $T$ suction line|compressor|,1
53349,0,when turning rightnow just grindingplease check and advise verified customer concernfound noise coming front end area testing found noise coming from both front wheel bearings and possibly from front differential performed front differential service road testno change recommend replacing front wheel bearings and tie rod ends and retest tax could need front differentialwill not know until front hubwheel bearings are replaced rear brake service wcalipers tax ac $T$ tax|compressor|,1
53348,0,recommend center pipe $T$ shield with hardware  tax have to order|heat|,1
53347,0,engine leaks oil needs cleaned to properly determine origin of leaks air conditioning $T$ is leakinghas green dye on compressorwill need replaced both front drive axle outer boots are torn|compressor|,1
53346,0,engine leaks oil needs cleaned to properly determine origin of leaks $T$ compressor is leakinghas green dye on compressorwill need replaced both front drive axle outer boots are torn|air conditioning|,1
53345,0,front tires worn nds  size  control arm bushings starting to tear  recommend ac $T$|compressor|,1
53344,-1,tested all modules for codes no codes in any modue road tested  miles and found brake vibration at  mph found front rotors out of round and have $T$ spots rear shoes worn to mm suggested new front rotors new rear shoes and machinedrums customer declined repairs|heat|,1
53343,1,catches and hangs  electromechanical inspected vehicle for ac blower motor concern removed and powered with v still intermittently operates replaced ac $T$ and verified proper operation|blower motor|,1
53342,1,catches and hangs  electromechanical inspected vehicle for ac $T$ concern removed and powered with v still intermittently operates replaced ac blower motor and verified proper operation|blower motor|,1
53341,-1,coolant leak diagnosis  verified leak at coolant shut off valves for rear $T$ customer declined repairs|heat|,1
53340,0,replaced ac $T$ verified operation|blower motor|,1
53339,1,per pcna  completed wh campaign  replace $T$ element for reducing agent  scope|heating|,1
53338,1,timing cover  verified oil leak under vehicle inspected and found oil leaking at right front of engine see pictures cleaned and added leak detection spraypowder test drove and partly disassembled front of vehicle found source of oil loss and found broken bolt on timing cover removed engine unflanged transmission unflanged engine and mounted to stand removed timing cover extracted broken bolt and tapped cleaned and resealed timing cover reinstalled all components filled and bled cooling system filled ac system with $T$ removed air guides for access and performed  wheel alignment adjusted front camber calibrated front camera and adjusted steering angle sensor test drove and checked after did not see any more oil leaking from front timing cover area where i found the broken bolt|freon|,1
53337,1,replace heating element for reducing agent  replaced $T$ element for reducing agent with new unit as prescribed by campaign information filled ad blue and test drove no abnormalities found|heating|,1
53336,0,replace $T$ element for reducing agent  replaced heating element for reducing agent with new unit as prescribed by campaign information filled ad blue and test drove no abnormalities found|heating|,1
53335,0,recommend rear diff cover leaking ac $T$ leaking|compressor|,1
53334,1,open campaign wh  replaced the $T$ element for the reducing agent tank|heating|,1
53333,1,cpo inspection completed $T$ in vehicle center locks|compressor|,1
53332,1,performed campaignscope adblue percentage around  replaced adbleu and $T$ element|heating|,1
53331,1,major service performed synthetic oil and oil filter changedrain plug replacement of pollen filter and performed $T$ cleaning fuel system treatment pdk fluidfilter change clearing of cowls drains and radiator for water leak prevention lubricated and inspected all chassis components test charging system and battery inspection of transmission engine and suspension for leaks and wear inspection of serpentine belt for cracks top off vital fluids including checking coolant levels and antifreeze protection reset service indicator and performed complete safety check with road test read out of fault memory and reset of service interval indicator|evaporator|,1
53330,-1,vehicle was in accident both front wheels are cracked rear belly pan hit muffler damaged evap can trunk liner broken rear air lines damaged air tank damaged $T$ valve block damaged passenger lower control arm hit all  air bags rear passenger level sensor sub damaged car battery damaged customer declines all repairs just paying for diagnosis|compressor|,1
53329,0,recommend tech recommends cat $T$ shield loose brake flush and power steering flush  tires due to tread wear  wheel alignment spark plugs and valve adjustment due at  k|heat|,1
53328,0,recommend air $T$ and height level sensor   tax|compressor|,1
53327,0,ac  heat whistling noise and ac not working due to the ac clutch being worn down recommend replacing $T$|compressor|,1
53326,0,ac  $T$ whistling noise and ac not working due to the ac clutch being worn down recommend replacing compressor|heat|,1
53325,1,performed scope measured urea solutio above  replaced $T$ element and adblue|heating|,1
53324,0,plugged rr tire banded rattling $T$ shield|heat|,1
53323,0,rear brake service wcalipers tax ac $T$ tax|compressor|,1
53322,1,replacing heating element replaced $T$ element|heating|,1
53321,1,replacing $T$ element replaced heating element|heating|,1
53320,1,customer states the front air ride suspension will not operate tech verified the condition and determined the front compressor would need replaced tech replaced the $T$ auth  uh|compressor|,1
53319,1,customer states the front air ride suspension will not operate tech verified the condition and determined the front $T$ would need replaced tech replaced the compressor auth  uh|compressor|,1
53318,1,performed minor service for pa cayenne model vehicle drained and filled engine oil replaced oil filter and oring measured and corrected oil level measured tire tread depth checked or corrected tire pressures to manufacturers recommended settings when applicable measured brake lining thicknesses inspected engine compartment for signs of leaks damage and failures inspected beneath vehicle for signs of leaks damage failures inspected $T$ drain outlet when applicable inspected cowl drains and cleared debris when applicable checked sliding roof drains ability to evacuate water from water guides when applicable cleaned exterior camera lenses when applicable visually inspected v battery and checked if the battery is secured when applicable performed road test and checked steering wheel center vehicle tracking vehicle vibrations and for unusual noises all concerns noted on inspection form us warranty to cover service auth  pkn|evaporator|,1
53317,-1,confirmed chassis system failure message on instrument cluster found fault in pasm control unit control position not adjustablevehicle position too lowhigh found front of vehicle sitting very low inspected air compressor fuse and found to be blown replaced fuse and found faults to clear operated vehicle level control and found to function after fuse replacement performed determination of system airflow drive link and found system to contain l correct performed multi point inspection tire tread lf rf lr rr recommend replacing all tires at this time vehicle is not safe to drive with tires in current condition found lf tire to have excessive outer wear recommend performing alignment found oil leaking from engine timing cover will need to address in the future let vehicle sit overnight and performed determination of system airflow once more the next morning found system to not lose any air overnight and found system to still operate properly at this time recommend removing all air lines and clearing out moisture replacing air $T$ and relay refilling system with nitrogen and performing level control calibration customer declined all repairs if level control issue occurs in the future the above repairs will be necessary|compressor|,1
53316,NA,confirmed chassis system failure message on instrument cluster found fault in pasm control unit control position not adjustablevehicle position too lowhigh found front of vehicle sitting very low inspected air $T$ fuse and found to be blown replaced fuse and found faults to clear operated vehicle level control and found to function after fuse replacement performed determination of system airflow drive link and found system to contain l correct performed multi point inspection tire tread lf rf lr rr recommend replacing all tires at this time vehicle is not safe to drive with tires in current condition found lf tire to have excessive outer wear recommend performing alignment found oil leaking from engine timing cover will need to address in the future let vehicle sit overnight and performed determination of system airflow once more the next morning found system to not lose any air overnight and found system to still operate properly at this time recommend removing all air lines and clearing out moisture replacing air compressor and relay refilling system with nitrogen and performing level control calibration customer declined all repairs if level control issue occurs in the future the above repairs will be necessary|compressor|,1
53315,1,performed scope  of wh replacement of reducing agent tank $T$ element as per campaign instructions|heating|,1
53314,1,perform val found fault codep  o sensor downstream cat bank  check actual values and found bank and bank  have difference in value rec bank  sensor due to fault code remove engine cover and $T$ shield replace o sensor and clear fault memory road test|heat|,1
53313,-1,needs $T$ customer declined repairs|blower motor|,1
53312,0,will require front brake rotors excessive length $T$ cracks exceeding mm cracks extend to edge of rotor recommend replacing asap|heat|,1
53311,1,performed annual service reset service intervals checked for codes performed oil and filter service cleared cowl body drains $T$ exchanger ducts of debris lubricated hinges and conditioned seals installed fuel and oil additives adjusted tire pressures checked and topped off all fluids performed multipoint inspection and test drove vehicle to verify repair|heat|,1
53310,NA,items which need to be replaced driver front fender liner under body pan lower grillefront bumper condenser bent freon radiatorbent radiator support bent oil filter scraped oil pan scraped driveshaft scrapedbent  gas tank $T$ shield bent  coolant  partslabor  advised customer to contact insurance company|heat|,1
53309,0,items which need to be replaced driver front fender liner under body pan lower grillefront bumper condenser bent $T$ radiatorbent radiator support bent oil filter scraped oil pan scraped driveshaft scrapedbent  gas tank heat shield bent  coolant  partslabor  advised customer to contact insurance company|freon|,1
53308,0,vehicle needs engine mounts  tu upper control arms  tu transfercase  tu ac $T$  tu generatorvoltage issue  tu coolant water t and expansion tank  tuleak valve cover gasket leaking into spark plugs  tu master window switch  tu alarm siren  tu|blower motor|,1
53307,0,failed safety inspection rear brake pads an d rotors possible left rear caliper compl iance bushings  air intake tube rec ommend left reverse light bulb recommend a ir filters recommend power steering flush recommend brake fluid flush catalyt ic converter heat shield loose recommend insta lling clamps to secure $T$ shield|heat|,1
53306,0,failed safety inspection rear brake pads an d rotors possible left rear caliper compl iance bushings  air intake tube rec ommend left reverse light bulb recommend a ir filters recommend power steering flush recommend brake fluid flush catalyt ic converter $T$ shield loose recommend insta lling clamps to secure heat shield|heat|,1
53305,0,recommend tech recommends transmission service  power steering flush  lower $T$ shields front compliance bushings radiator hoses brake lines|heat|,1
53304,1,broken cam controller bent valves  removed broken screw from  cylinder head val removed lower oil pan oil pump chain cover and camshafts to retrieve broken screws reassembled timed camshafts and performed compression test and pressure loss test found cylinders    at zero drained $T$ removed engine unflanged trans and mount engine on stand removed cylinder head and replaced bent valves partially reassemble engine and perform pressure loss again ok clean engine and reinstall perform alignment and road test ok|freon|,1
53303,NA,found water was coming in from the trunk lid not sealing well with the weather moulding adjusted the trunk lid a few times till no water was coming in let the vehicle sit to dry out with the $T$ ran water again and no water is coming in anymore|heat|,1
53302,1,removed dead mouse from $T$ recommend check engine light diagnosis  mile service coolant flush fuel induction service valve adjustment timing belt and spark plugs please disregard service recommendations if already performed as we have no service history|blower motor|,1
53301,0,set tire pressure to  psi tech recommends $T$ est|blower motor|,1
53300,1,performed val and checked vehicle for faults found ac system to not be blowing cold recover refrigerant system only had  of a lb in the system charged system and looked for leaks with sniffer tester raised vehicle in air and removed passenger front wheel liner to access receiver drier and pressure sensor no leaks found in these areas removed battery cover and surrounding plastics to check connections at condensers no leaks found removed battery and checked expansion valve area no leak found at that time removed ac filter and inserted sniffer to $T$ no leak found pressurized system to psi using nitrogen ac pressure tester kit rechecked all the same location found high pressure line going to expansion valve to be leaking ordered o rings for these connections recovered system removed and cleaned line and mating surface of connection replaced o rings and charged system and pressurized it using nitrogen kit no leaks found|evaporator|,1
53299,NA,defective passenger door panel leather w confirm customer complaint found passenger front door panel leather came adrift loose  please refer to bol replace sop passenger front door panel when removing light in back side of panel for access to bolt lens fell apart due to $T$ soaked brittle material repairs complete new bol|heat|,1
53298,1,air conditioner control unit shorted  created and attached preval verified complaint during inspection it was found that both seat heater indicator lamps would light up when pressed and stay on for  second and then go found active fault for power supply shorted to ground inspected fuse f  amp  rh fuse box found it burnt through removed air conditioning control unit and unplugged performed contunuity check from pin a of the control unit to fuse f at the fuse box reading of  ohms passed replaced the air conditioning control unit performed sport chrono function enable and air conditioning compressor runin via piwis tester cleared all faults and verified proper function $T$ system and seat heaters|air conditioning|,1
53297,1,air conditioner control unit shorted  created and attached preval verified complaint during inspection it was found that both seat heater indicator lamps would light up when pressed and stay on for  second and then go found active fault for power supply shorted to ground inspected fuse f  amp  rh fuse box found it burnt through removed air conditioning control unit and unplugged performed contunuity check from pin a of the control unit to fuse f at the fuse box reading of  ohms passed replaced the air conditioning control unit performed sport chrono function enable and air conditioning $T$ runin via piwis tester cleared all faults and verified proper function air conditioning system and seat heaters|compressor|,1
53034,-1,found condenser with ac leak quoted ac condenser and radiator due to agemileage radiator will have to be removed to gain access to condenser plastic radiators can crack easily when removed as plastic will be brittle due to age and $T$ exposure client declined repairs at this time|heat|,1
53033,0,recommend ac $T$ power steering fluid exchange|compressor|,1
53032,1,ac evaporator  replace recharged ac with leak dye ac currently blowing cold removed and replace $T$ based on previously declined estimate|evaporator|,1
53031,1,ac $T$  replace recharged ac with leak dye ac currently blowing cold removed and replace evaporator based on previously declined estimate|evaporator|,1
53030,NA,found the rf caliper seized  the pads worn down to the metal the rotors are worn down  discolored from excessive $T$ replaced rf caliper front pads  rotors bled the brake system  road test ok heard slight squeak at times from the rear pads seemed to go away after road test they still measure|heat|,1
53029,0,brake fluid flush  oil leak need diag  front license plate bracket  hood prop rod  power steering fluid  $T$ shield clamp  front wiper blades  cabin filter  air fliter  trans service|heat|,1
53028,0,noise is coming internally from the ac compressor need to replace ac $T$ and receiver drier customer declines repair at this time tax|compressor|,1
53027,0,noise is coming internally from the ac $T$ need to replace ac compressor and receiver drier customer declines repair at this time tax|compressor|,1
53026,0,hooked up tester checked faults compressor faults found fuse for compressor blown needs fuse relay and compressor customer declined compressor replaced relay and fuse cleared all faults suspension works for now will most likely need $T$ soon|compressor|,1
53025,-1,hooked up tester checked faults compressor faults found fuse for compressor blown needs fuse relay and compressor customer declined $T$ replaced relay and fuse cleared all faults suspension works for now will most likely need compressor soon|compressor|,1
53024,-1,hooked up tester checked faults compressor faults found fuse for compressor blown needs fuse relay and $T$ customer declined compressor replaced relay and fuse cleared all faults suspension works for now will most likely need compressor soon|compressor|,1
53023,NA,hooked up tester checked faults compressor faults found fuse for $T$ blown needs fuse relay and compressor customer declined compressor replaced relay and fuse cleared all faults suspension works for now will most likely need compressor soon|compressor|,1
53022,0,hooked up tester checked faults $T$ faults found fuse for compressor blown needs fuse relay and compressor customer declined compressor replaced relay and fuse cleared all faults suspension works for now will most likely need compressor soon|compressor|,1
53021,0,air susoension  the left front air bag is bad and need to be replaced recommend a new $T$ and both front air bags|compressor|,1
53020,1,open service campaign wh performed service campaign wh as per porsche repair instructions requesteddrained diesel reducing agent tank removed exhaust removed diesel heating element for reducing agent as requested installed new $T$ element reinstalled in vehicle reinstalled exhaust system filled tank and reset level as requested following repair cleared fault memory and verified correct vehicle operation vehicle operating as designed following repair|heating|,1
53019,1,open service campaign wh performed service campaign wh as per porsche repair instructions requesteddrained diesel reducing agent tank removed exhaust removed diesel $T$ element for reducing agent as requested installed new heating element reinstalled in vehicle reinstalled exhaust system filled tank and reset level as requested following repair cleared fault memory and verified correct vehicle operation vehicle operating as designed following repair|heating|,1
53018,1,faulty ac blower motor  ac $T$ and resistor replaced as per estimate|blower motor|,1
53017,0,faulty ac $T$  ac blower motor and resistor replaced as per estimate|blower motor|,1
53016,NA,confirmed check engine light active found faults in dme active poxygen sensing adaptation at idle bank  exceeds limit poxygen sensing adaptation at idle bank  exceeds limit stored faults po sensor ageing behind catalytic converter bank  below limit pidle control at stop exceeds limit poxygen sensor $T$ behind catalytic converter bank  signal implausible cleared faults viewed o sensor and mass air flow actual values and found indication of possible vacuum leak ri engine covers confirmed large vacuum leak from oil separator recommend replacing oil separator during inspection found oil fill tube disformed and leaking also recommend replacing fill tube replaced oil separator and oil fill tube started vehicle and confirmed no further vacuum leaks confirmed proper oxygen sensor and mass air flow actual values after repairs test drove found no faults to return|heating|,1
53015,1,perform used vehicle mic road tested vehicle ok no warning on road test perform oil cahnge service fill fluids brake inspection front mm rear mm front rotors are rusted and brakes are squeaking drive belt worn out and making squeaking noise ac inop rec front and rear wipers right side brake light bulb air filter micro filter replaced front brake pads front rotors replaced front and rear wipers replaced air filter replaced ac $T$ replaced ac evap core vaccumand recharged ac system replaced drive belt road test|compressor|,1
53014,1,major  performed major service as per factory specs changed motor oil and filter replaced oil drain plug and filter housing oring removed rear bumper assembly for access to air box assembly cleaned and replaced filter elements removed passenger side lower trim for access and replaced pollen filter applied ozium to filter element removed under hood trim and replaced primary filter removed $T$ shield and ignition coils and replaced all six spark plugs checked and topped off washer brake coolant and power steering fluids reset service indicator using piwis iii verified oil level and test drove car operation to factory specs at this time|heat|,1
53013,NA,dtcs p p p p p p found exhaust leak at  nox sensor not properly seated found diesel oxidation catalytic converter not retaining enough $T$ to consumate regeneration proccess reviewed all dtc related documents ran diag from doc  performed air leak equivilancy test  fuel api indirect fuel injector flow ml  removed  nox sensor from particulate filter to clean threads  properly install tested def injectorok attempted regeneration  times proccess would not advance past  rpm phase due to cat converter not achieving adequate temp contacted tan to review findings informed of existing case  advised to check for skewed egt sensor after a cold soak if all good replace cat converter egt sensors proved accuate replaced catalytic converterrun service regeneration road test to don pedro turn off and back system is operatng as designed soot mass down note vehicle needs batteries|heat|,1
53012,NA,$T$ fan speed is normal ac operation is normal temperature at center vent is f at f ambient temperature intermittent wiper operation is normal vehicle has rain sensor and will operate wipers when water is detected on windshield removed and replaced rear wiper blade key remote battery is good key remote operation is normal there is a fault code for alarm siren recommend replacing alarm siren all kessy door handle buttons are inoperable except right front door recommend replacing left front right rear and left rear door handles|blower motor|,1
53011,1,verified concern found water inside passengers front floor traced water from clogged ac drain proceeded as per ati cayenne ac evaporator drains clogged removed and cut drain flap as specified on ati removed passengers front and rear carpet to set outside and dry removed heating air vents ventilation cover and particle filter to dry from excess water completely removed water from inside cabin and cleaned out $T$ reinstalled all components removed and verified correct operation of water drain from ac system found correct no water leaking inside cabin|evaporator|,1
53010,1,verified concern found water inside passengers front floor traced water from clogged ac drain proceeded as per ati cayenne ac evaporator drains clogged removed and cut drain flap as specified on ati removed passengers front and rear carpet to set outside and dry removed $T$ air vents ventilation cover and particle filter to dry from excess water completely removed water from inside cabin and cleaned out evaporator reinstalled all components removed and verified correct operation of water drain from ac system found correct no water leaking inside cabin|heating|,1
53009,1,verified concern found water inside passengers front floor traced water from clogged ac drain proceeded as per ati cayenne ac $T$ drains clogged removed and cut drain flap as specified on ati removed passengers front and rear carpet to set outside and dry removed heating air vents ventilation cover and particle filter to dry from excess water completely removed water from inside cabin and cleaned out evaporator reinstalled all components removed and verified correct operation of water drain from ac system found correct no water leaking inside cabin|evaporator|,1
53008,1,verified customer concern found $T$ very low refilled and charged system no leaks found at this time added dye to system if issue occurs again vehicle will have to reinspected to trace for any leaks with dye in system|freon|,1
53007,1,diagnosis    after replacing the heater tank under campaign wh found faults pe for reducingagent pressure too low and pb for activation for pump  for reducing agent implausible signal performed tests via piwis tester to manually activate reducing agent injector and pump both checked okay suspected heating element to be at fault replaced $T$ element for ad blue tank fault pe was no longer present parts warranty from ro  on    miles|heating|,1
53006,1,diagnosis    after replacing the heater tank under campaign wh found faults pe for reducingagent pressure too low and pb for activation for pump  for reducing agent implausible signal performed tests via piwis tester to manually activate reducing agent injector and pump both checked okay suspected $T$ element to be at fault replaced heating element for ad blue tank fault pe was no longer present parts warranty from ro  on    miles|heating|,1
53005,1,performed relearn of all flaps function tested all vents work to spec if no position is selected and heat is on customer will feel heat ventilation after a long drive vents are behind dashboard closing flaps are at vents tubing still carries $T$ working within specs|heat|,1
53004,NA,performed relearn of all flaps function tested all vents work to spec if no position is selected and heat is on customer will feel $T$ ventilation after a long drive vents are behind dashboard closing flaps are at vents tubing still carries heat working within specs|heat|,1
53003,1,performed relearn of all flaps function tested all vents work to spec if no position is selected and $T$ is on customer will feel heat ventilation after a long drive vents are behind dashboard closing flaps are at vents tubing still carries heat working within specs|heat|,1
53002,0,recommend tech recommends oil pan asap oil drain bolt is am and too large stripped and leaking oil already no oil change performed asa result of  installed power steering pump leaking oil filter housing seal leaking cat $T$ shields loose transmission service|heat|,1
53001,1,performed climate control $T$ dis infect and de odorize the ac system vents|evaporator|,1
53000,1,hummmm noise is comming from a bad bearing in front blower motor recommend replace front blower motor replaced $T$ and humm nosie is gone|blower motor|,1
52999,0,hummmm noise is comming from a bad bearing in front blower motor recommend replace front $T$ replaced blower motor and humm nosie is gone|blower motor|,1
52998,NA,hummmm noise is comming from a bad bearing in front $T$ recommend replace front blower motor replaced blower motor and humm nosie is gone|blower motor|,1
52997,1,serv performed coolant serv during coolant pressure test found leak at water pump drain and refill coolant system a this time $T$ works normal in vehicle|heat|,1
52996,1,diagnostics time required for interrogating fault for air suspension pressure sensor signal implausible inspected and checked all possible causesno evidence of concernfault is passive and air suspension working due to age and air drier built into air compressorrecommending replacement of air compressor and valve block as a diagnostic step internal concern mechanically with moisture compromising system followed bulletin however with no known good vehicle visiting dealer unable to compare pressure values bulletin states if all possible cause variables eliminated and control unit has been tested proceed with compressor replacement $T$ not producing adequate volume for air suspension|compressor|,1
52995,1,diagnostics time required for interrogating fault for air suspension pressure sensor signal implausible inspected and checked all possible causesno evidence of concernfault is passive and air suspension working due to age and air drier built into air compressorrecommending replacement of air compressor and valve block as a diagnostic step internal concern mechanically with moisture compromising system followed bulletin however with no known good vehicle visiting dealer unable to compare pressure values bulletin states if all possible cause variables eliminated and control unit has been tested proceed with $T$ replacement compressor not producing adequate volume for air suspension|compressor|,1
52994,0,diagnostics time required for interrogating fault for air suspension pressure sensor signal implausible inspected and checked all possible causesno evidence of concernfault is passive and air suspension working due to age and air drier built into air compressorrecommending replacement of air $T$ and valve block as a diagnostic step internal concern mechanically with moisture compromising system followed bulletin however with no known good vehicle visiting dealer unable to compare pressure values bulletin states if all possible cause variables eliminated and control unit has been tested proceed with compressor replacement compressor not producing adequate volume for air suspension|compressor|,1
