id,label,text,user
46743,NA,recommend cabin filter   tire replacement r bridgestone driveguard rft  contenental procontact tx  michelin premier   $T$ maintenace transmission flush  coolant flush  fuel induction service|mile|,1
46744,-1,declined $T$ declined major service|major service|,1
46745,-1,declined major service declined $T$|major service|,1
46746,1,completed porsche  $T$ service|oil change|,1
46747,1,client request k service drained and refilled $T$ with mobil  w full synthetic oil and replaced filter replace pollen filter added fuel additive clean out air intakes and water drains inspect possible fault codes in control units none at this time resecured underbody panels adjust fluid levels to factory levels adjust tire air pressures to factory settings perform visual inspection of front and rear suspension components all okay front brake pads at mm remaining rear brake pads at mm remaining front left tire has mm of tread remaining front right tire has mm of tread remaining rear left tire has mm of tread remaining rear right tire has mm of tread remaining perform inspection of engine compartment area including belts hose seals and gaskets no leaks at this time function check interior cabin lights exterior lighting all functioning as designed reset service indicator road test client has mis match tires and the front are now  years old recommend all four tires and alignment|engine oil|,1
46748,0,complete niello porsche multipoint inspection front tires   rear tires   front brakes mm rear brakes mm found the following concerns during inspection found wiper blades are worn and recommend replacement cluster display shows $T$ due in  days recommend oil and filter service found rear brake pads are worn into wear sensors and front brake pads are very close mm recommend replace front and rear brakes found active fault stored for key remote battery recommend replace remote battery found tire sealant has expired recommend replace tire sealant|oil service|,1
46749,0,complete niello porsche multipoint inspection front tires   rear tires   front brakes mm rear brakes mm found the following concerns during inspection found wiper blades are worn and recommend replacement cluster display shows oil service due in  days recommend $T$ service found rear brake pads are worn into wear sensors and front brake pads are very close mm recommend replace front and rear brakes found active fault stored for key remote battery recommend replace remote battery found tire sealant has expired recommend replace tire sealant|oil and filter|,1
46750,1,maintenance  drained and refilled $T$ with castrol edge professional ll sae w full synthetic motor oil and replaced filter front brake pads have mm remaining rear brake pads have mm remaining left front tire has mm of thread remaining right front tire has mm of tread remaining left rear tire has mm of tread remaining right rear tire has mm of tread remaining adjusted fluid levels reset service indicator road test ok interm service is due in  days customer declined the service|engine oil|,1
46751,1,as per maint schedule  perform k $T$ service reset maintenance reminders and test drive no book found in the car to stamp|oil and filter|,1
46752,-1,declined perform a $T$|major service|,1
46753,NA,annual service service light illuminated recommend upgrading from $T$ to annual service for light reset and clearing of body ducts|oil change|,1
46754,1,completed maintenance changed $T$ and filter replaced pollen filter cleaned a lot of leaves and debris from cowl area flushed fluid from brake system reset service reminder indicator battery voltage low  tested battery needs recharge charged battery and tested again  passed front tires at nds but are weather cracking from age rear tires good at nds front brakes low at mm and touching sensors rear brakes okay at mm recommend front tires and front brakes cost to replace tires customer declined tires|engine oil|,1
46755,1,performed $T$ service topped off fluids adjusted tire pressures and reset service interval reminder recommended  mile service estimate  plus tax recommended front brake pads and rotors estimate  plus tax|oil and filter|,1
46756,0,performed oil and filter service topped off fluids adjusted tire pressures and reset service interval reminder recommended  $T$ estimate  plus tax recommended front brake pads and rotors estimate  plus tax|mile service|,1
46757,0,recommend needs $T$ based on time owner declined|major service|,1
52173,1,drain and fill $T$ to spec remove and replace engine oil filter|engine oil|,1
52174,1,drain and fill engine oil to spec remove and replace $T$ filter|engine oil|,1
52175,1,performed $T$ and tire rotation as per coupon|oil change|,1
46758,1,due per service interval miles in  replaced spark plugs with new perform synthetic $T$ change check and correct all fluid levels inspect frame and chassis found frame and chassis are ok inspect suspension found suspension is ok check all lighting found interior and exterior lights are ok inspect engine components engine components appear ok inspect tires found front tires mm remaining  rear tires mm remaining front tires at psi  rear tires at psi inspect brakes found front brake pads mm remaining customer advised and has declined  rear brake pads mm remaining reset service indicator check and correct oil level road test to verify repairs|oil and filter|,1
46759,1,$T$ due lof service completed with mobil  full synthetic oil and new oil filter fluid levels adjusted accordingly front tires have mm of tread remaining rear tires have mm of tread remaining front brake pads at mm remaining rear brake pads have mm remaining reset service indicator test drove vehicle services have been completed as needed|lof|,1
46760,1,lof due $T$ service completed with mobil  full synthetic oil and new oil filter fluid levels adjusted accordingly front tires have mm of tread remaining rear tires have mm of tread remaining front brake pads at mm remaining rear brake pads have mm remaining reset service indicator test drove vehicle services have been completed as needed|lof|,1
46761,1,lof due lof service completed with mobil  full synthetic oil and new $T$ fluid levels adjusted accordingly front tires have mm of tread remaining rear tires have mm of tread remaining front brake pads at mm remaining rear brake pads have mm remaining reset service indicator test drove vehicle services have been completed as needed|oil filter|,1
46762,1,as per maintenance    client request $T$ drained and refilled engine oil with mobil  w full synthetic oil and replaced filter oil filter seal drain plug seal replace pollen filter air filter and spark plugs added fuel additive clean out air intakes and water drains inspect possible fault codes in control units none at this time resecured underbody panels adjust fluid levels to factory levels adjust tire air pressures to factory settings perform visual inspection of front and rear suspension components all okay perform inspection of engine compartment area including belts hose seals and gaskets no leaks at this time function check interior cabin lights exterior lighting all functioning as designed reset service indicator road test  check engine light illuminated|major service|,1
46763,1,as per maintenance    client request major service drained and refilled $T$ with mobil  w full synthetic oil and replaced filter oil filter seal drain plug seal replace pollen filter air filter and spark plugs added fuel additive clean out air intakes and water drains inspect possible fault codes in control units none at this time resecured underbody panels adjust fluid levels to factory levels adjust tire air pressures to factory settings perform visual inspection of front and rear suspension components all okay perform inspection of engine compartment area including belts hose seals and gaskets no leaks at this time function check interior cabin lights exterior lighting all functioning as designed reset service indicator road test  check engine light illuminated|engine oil|,1
46764,1,as per maintenance    client request major service drained and refilled engine oil with mobil  w full synthetic oil and replaced filter $T$ seal drain plug seal replace pollen filter air filter and spark plugs added fuel additive clean out air intakes and water drains inspect possible fault codes in control units none at this time resecured underbody panels adjust fluid levels to factory levels adjust tire air pressures to factory settings perform visual inspection of front and rear suspension components all okay perform inspection of engine compartment area including belts hose seals and gaskets no leaks at this time function check interior cabin lights exterior lighting all functioning as designed reset service indicator road test  check engine light illuminated|oil filter|,1
46765,0,recommend recommend   $T$   recommend  rear brake padsrotors   recommend  battery   recommend  oil cover amp pins|mile maintenance|,1
46766,1,performed $T$ changetires lf  rf  lr   rr  brakes lf ok rf ok lr ok rr ok|oil and filter|,1
46767,1,$T$ performed synthetic oil and oil filter changedrain plug replacement of pollen filter and performed evaporator cleaning fuel system treatment complete spark plug replacement clearing of cowls drains and radiator for water leak prevention lubricated and inspected all chassis components test charging system and battery inspection of transmission engine and suspension for leaks and wear inspection of serpentine belt for cracks top off vital fluids including checking coolant levels and antifreeze protection reset service indicator and performed complete safety check with road test read out of fault memory and reset of service interval indicator|major service|,1
46768,1,major service performed synthetic oil and $T$ changedrain plug replacement of pollen filter and performed evaporator cleaning fuel system treatment complete spark plug replacement clearing of cowls drains and radiator for water leak prevention lubricated and inspected all chassis components test charging system and battery inspection of transmission engine and suspension for leaks and wear inspection of serpentine belt for cracks top off vital fluids including checking coolant levels and antifreeze protection reset service indicator and performed complete safety check with road test read out of fault memory and reset of service interval indicator|oil filter|,1
46769,1,service due performed $T$ that is due we owe is attached to hard copy|major service|,1
46770,1,performed  $T$ including brake fluid exchange replace air filter replace engine oil and filter using castrol gtx synthetic blend motor oil perform complimentary software updates per volvo service for life reset service reminder indicator check onboard diagnostic system inspect power steering system inspect engine coolant level and adjust inspect battery and check electrolyte level inspect exterior lighting inspect brake lines hoses and connections inspect brake pads and discs inspect parking brake operation inspect steering operation and linkage inspect suspension components inspect tires and adjust air pressures inspect interior and exterior lighting inspect windshield wiper operation inspect washer fluid level and adjust complimentary exterior wash weather and equipment permitting  qts w syn blend|mile service|,1
52176,0,vehicle needs rear tire now they are worn past the wear limits we recommended an $T$ cabin air filter spark plugs ignition coils brake flush horns transmission service air bag system check rollover check and diagnosis of a slight rattle noise in the suspension|oil service|,1
52177,1,found water guide housing leaking from seam recommend replace water guide housing removed engine carrier and engine mount removed oil pump removed and replaced water guide housing installed oil pump with new seal and reinstalled engine carrier performed coolant bleed procedure and topped off $T$ test drove after to confirm repair|engine oil|,1
46771,1,performed  mile service including brake fluid exchange replace air filter replace $T$ and filter using castrol gtx synthetic blend motor oil perform complimentary software updates per volvo service for life reset service reminder indicator check onboard diagnostic system inspect power steering system inspect engine coolant level and adjust inspect battery and check electrolyte level inspect exterior lighting inspect brake lines hoses and connections inspect brake pads and discs inspect parking brake operation inspect steering operation and linkage inspect suspension components inspect tires and adjust air pressures inspect interior and exterior lighting inspect windshield wiper operation inspect washer fluid level and adjust complimentary exterior wash weather and equipment permitting  qts w syn blend|engine oil|,1
46772,0,recommend valve cover gaskets leaking wiper blades $T$ transmission fluid exchange  power steering fluid exchange damaged wiring for the lights on the tail lights trunk lid plate lights air filters oil pump seals and o il pan leaking compliance bushings torn  rea r tires right front wheel cover damaged right fender liner damaged needs clips|oil change|,1
46773,1,performed a k service at customer request drained oil cleaned out $T$ housing replaced oil filter housing oring and drain plug gasket set drain plug and filter housing to proper torque filled with oil replaced pollen filter lubed seals latches and hinges cleaned out body drains and radiator housing of debris checked and topped up fluids including pdcc road tested to warm up oil topped up oil reset maintenance reminder stamped maintenance log filled out maintenance checklist replaced spark plugs at customer request removed engine covers removed torque support removed ignition coils removed old spark plugs installed new spark plugs set to proper torque installed ignition coils and set to proper torque installed engine covers started vehicle to verify repair|oil filter|,1
46798,0,vehicle needs $T$  transmiss ion service  two front tires|major service|,1
46799,0,performed multipoint inspection recommendations $T$ due  miles intermservice due now alignment due psf bff clean all drains|major service|,1
46800,-1,mpi $T$ recommended per time brake fluid renewal recommended per time customer has declined repairs at this time|minor service|,1
47054,0,$T$ is due recommend performing a  mile service|intermediate service|,1
46774,1,performed a k service at customer request drained oil cleaned out oil filter housing replaced $T$ housing oring and drain plug gasket set drain plug and filter housing to proper torque filled with oil replaced pollen filter lubed seals latches and hinges cleaned out body drains and radiator housing of debris checked and topped up fluids including pdcc road tested to warm up oil topped up oil reset maintenance reminder stamped maintenance log filled out maintenance checklist replaced spark plugs at customer request removed engine covers removed torque support removed ignition coils removed old spark plugs installed new spark plugs set to proper torque installed ignition coils and set to proper torque installed engine covers started vehicle to verify repair|oil filter|,1
46775,0,recommend eng air filter coolant change $T$ due driver rear door lock actuator noiseyrequires replacement oil pan minor seepage|engine oil|,1
46776,1,customer had complimentary $T$ coupon|oil change|,1
46777,-1,performed multipoint inspection recommend $T$ be performed customer declined at this time customer requests oil service only and will return for remaining intermediate services due|intermediate service|,1
46778,1,performed multipoint inspection recommend intermediate service be performed customer declined at this time customer requests $T$ only and will return for remaining intermediate services due|oil service|,1
46779,1,completed  $T$ per checklist performed oil service with filling procedure replaced wiper blades cabin filter  pdcc reservoir installed fuel  oil treatments adjusted tire pressures topped off all fluids cleared cowl drain and spoiler drains cleared all fault memory reset service intervals test drove vehicle ok at this time|year service|,1
46780,1,completed  year service per checklist performed $T$ with filling procedure replaced wiper blades cabin filter  pdcc reservoir installed fuel  oil treatments adjusted tire pressures topped off all fluids cleared cowl drain and spoiler drains cleared all fault memory reset service intervals test drove vehicle ok at this time|oil service|,1
46781,1,performed $T$ service with mobil  synthetic oil and multi point inspection one grommet missing from engine cover front right lift pad is damaged suggest replacing rear wiper blade due to streaking|oil and filter|,1
46782,1,performed cayenne k maintenance with $T$ change set tire pressures and topped off fluids|oil and filter|,1
46783,1,performed brake inspection for front and rear brakes front l mm  front r mm  rear l mm  rear r mm  $T$ service completed reminder reset tire pressures set fluids topped up road test recommend replace four tires asap due to wear limit exceeded  unsafe to drive customer declined to have tires replaced at this time|oil and filter|,1
46784,1,declined transmission service automatic  $T$ only|oil change|,1
46785,0,oil level qts low overdue on $T$ recommend  yr basic oil change stuff|oil change|,1
46786,0,oil level qts low overdue on oil change recommend  yr basic $T$ stuff|oil change|,1
46787,1,miantenance due  performed k $T$ oil change customer decline spark plugs|maintenance service|,1
46788,1,miantenance due  performed k maintenance service $T$ customer decline spark plugs|oil change|,1
46789,1,tested has  codes found needs alt batter found cat assembly broken overheating cats up down  sensors spark plugs under body caling damaged needs to be replaced has tire vibration and pulls to the right needs balanced and alignment flashed pcm aj to an erased all fobics programmed one new and one old cut key to match the new lock on the drivers door tested ok replaced pcb air filter cabin air filter spark plugs $T$ coolant and cylinder head intake v|oil filter|,1
46790,1,performed $T$ change replaced spark plugs replaced cabin filter replaced drive belt obd scan lubricate seals drain tubes road test okay front tires s right rear  left rear  front and rear brakes mm recommend replace all four tires due to age   customer declined at this time|oil and filter|,1
46791,1,performed $T$ service road tested reset service light with piwis tester|oil change|,1
46792,NA,vehicle passed inspection next service recommended k service  includes full service oil changeclean $T$ systemadd fuel and emissions system cleanerperform induction serviceperform throttle body servicerotate and balance tiresreplace air filterbattery service and multipoint inspection|engine oil|,1
46793,0,recomended  $T$ due at|mile service|,1
46794,1,completed $T$ with syn w as recommended by volvo printed sticker to  mile interval|oil change|,1
46795,NA,completed oil change with syn w as recommended by volvo printed sticker to  $T$ interval|mile|,1
46796,1,client request $T$ drained and refilled engine oil with mobil  w full synthetic oil and replaced filter replace pollen filter air filter and spark plugs added fuel additive clean out air intakes and water drains inspect possible fault codes in control units none at this time resecured underbody panels adjust fluid levels to factory levels adjust tire air pressures to factory settings perform visual inspection of front and rear suspension components all okay front brake pads at mm remaining rear brake pads at mm remaining front left tire has mm of tread remaining front right tire has mm of tread remaining rear left tire has mm of tread remaining rear right tire has mm of tread remaining perform inspection of engine compartment area including belts hose seals and gaskets no leaks at this time function check interior cabin lights exterior lighting all functioning as designed reset service indicator road test per service bulletin recommend all wheel bearings hubs center locks  an alignment recommend all four tires recommend brake fluid flush|major service|,1
46797,1,client request major service drained and refilled $T$ with mobil  w full synthetic oil and replaced filter replace pollen filter air filter and spark plugs added fuel additive clean out air intakes and water drains inspect possible fault codes in control units none at this time resecured underbody panels adjust fluid levels to factory levels adjust tire air pressures to factory settings perform visual inspection of front and rear suspension components all okay front brake pads at mm remaining rear brake pads at mm remaining front left tire has mm of tread remaining front right tire has mm of tread remaining rear left tire has mm of tread remaining rear right tire has mm of tread remaining perform inspection of engine compartment area including belts hose seals and gaskets no leaks at this time function check interior cabin lights exterior lighting all functioning as designed reset service indicator road test per service bulletin recommend all wheel bearings hubs center locks  an alignment recommend all four tires recommend brake fluid flush|engine oil|,1
46801,NA,performed complimentary multi point visual inspection check and set tire pressures psi rec customer replace engine air filter check history on spark plugs $T$ and coolant check history on trans fluid and rear diff check engine light on prior to service active code p thermostat rationality  p evap system loose fuel cap small leak rec diag|engine oil|,1
46802,1,completed $T$ changed engine oil and filter topped up all fluids removed ignition coils and installed new spark plugs and torqued to spec adjusted tire pressures used porsche system tester to reset service reminder system and check engine oil level at proper level|oil service|,1
46803,1,completed oil service changed $T$ and filter topped up all fluids removed ignition coils and installed new spark plugs and torqued to spec adjusted tire pressures used porsche system tester to reset service reminder system and check engine oil level at proper level|engine oil|,1
46804,NA,completed oil service changed engine oil and filter topped up all fluids removed ignition coils and installed new spark plugs and torqued to spec adjusted tire pressures used porsche system tester to reset service reminder system and check $T$ level at proper level|engine oil|,1
46805,1,performed $T$ changetires lf   rf   lr   rr  brakes lf mm rf mm lr mm rr mm|oil and filter|,1
46806,0,performed complimentary multi point visual inspection checked and set tire pressures rec $T$ soon|oil change|,1
46807,1,performed $T$ change with mobil one synthetic oil checked and topped off fluids multipoint inspection and road test|oil and filter|,1
46808,1,performed oil and filter change with $T$ synthetic oil checked and topped off fluids multipoint inspection and road test|mobil one|,1
46809,-1,wsacef blemish noted  other customer declines $T$ customer advid sed front brake pads and rotors are at mm  rear brake pads and rotors at mm  ac console  customer declines|major service|,1
46810,1,k service changed $T$ and filter topped off fluids adjusted tire pressures cleaned cowl drains cleaned radiator intakes cleaned sunroof drains lubricated door hinges replaced pollen filter replaced spark plugs and inspected vehicle rear wiper needs replaced left rear exhaust tip is damaged|engine oil|,1
46811,1,completed k service replaced $T$ replaced pollen filter replace fuel filter checked drive belt checked under body for damage or leaks checked drive shafts checked battery condition check transfer gear wear indicator and soot mass in particle filter checked tire pressures checked tire wear checked brake wear checked all fluids and topped off lube seals and hinges reset maintenance light completed all service checks per porsche check sheet road test vehicle|oil and filter|,1
46812,0,recommend recommend  $T$ with fluid changes advised|mile service|,1
46813,NA,$T$ per menu|lof|,1
46814,1,history code for slow response from camshaft adjuster will performed $T$ first and clear codes|oil change|,1
46815,1,changed $T$ changed front inserts and rear blade completed multipoint inspection service tech notes seepage from the transfer case half seal  topped up today placed unusued fluid from the bottle in a bag back in customers car front brakes mm rear brakes mm front tires  rear tires   suggest  new tires  cost is  installed transfer case is not repairable  would need to replace the entire transfer case note  this is a very small leak at this time the next maintenance is due at  miles or march  whichever occurs first|oil and filter|,1
46816,1,maintenance   performed required service $T$ service reset tire pressures top off fluids as needed replace cabin air filter complete brake inspection replace spark plugs replace engine air filter on board diagnostic evaluation body top drain maintenance reset service indicator|oil and filter|,1
46817,1,k service    $T$   year maintenance  includes oil and filter change topped off fluids adjust tire pressure pollen filter change brake flush performed engine air filter change spark plugs changed cleaned drains of debris and air ducts pollen filter change lubricate window door seals and door hinges checked all interior and exterior functions reset service reminder completed|mile|,1
52178,1,as per maint schedule  perform  $T$|mile service|,1
46818,1,k service    mile   year maintenance  includes $T$ change topped off fluids adjust tire pressure pollen filter change brake flush performed engine air filter change spark plugs changed cleaned drains of debris and air ducts pollen filter change lubricate window door seals and door hinges checked all interior and exterior functions reset service reminder completed|oil and filter|,1
46819,1,$T$ have been changed on vehicle and maintenance was reset technician noticed rear tires very low on tread recommends new tires as soon as possible technician also noticed foam liner in engine bay falling down so it has been repaired|oil and filter|,1
46820,1,perform annual $T$ change oil  filter check pollen filter  air filter clean out drains  radiators lube all seals  hinges top off all fluids check under body of vehicle for fluid leaks none found check brake and tire wear  set pressures check system for faults using piwis tester reset service reminder light check all lights note customer declined wiper blades at this time|maintenance service|,1
46821,1,service  performed the  $T$ year minor service interval drained engine oil replaced engine oil and oil filter inspections of lights tires brakes suspension horns wiper system hvac system engine air cleaner filter steering system radiator drive belts cooling system charging system and fluid levels inspected for fluid leaks set tire pressures performed on board diagnostics reset service reminder performed road test brakes fmm rmm tire tread fmm rmm k year intermediate service is due client declines service at this time reset service light for service even though service was not performed|mile|,1
46822,1,service  performed the  mile year $T$ interval drained engine oil replaced engine oil and oil filter inspections of lights tires brakes suspension horns wiper system hvac system engine air cleaner filter steering system radiator drive belts cooling system charging system and fluid levels inspected for fluid leaks set tire pressures performed on board diagnostics reset service reminder performed road test brakes fmm rmm tire tread fmm rmm k year intermediate service is due client declines service at this time reset service light for service even though service was not performed|minor service|,1
46842,1,per customers request  performed k perform $T$ top all fluids adjusted tire pressure reset service light filled inspection sheet and maint book replaced pollen filter and cabin filter test drove found ok|lof|,1
46823,1,service  performed the  mile year minor service interval drained $T$ replaced engine oil and oil filter inspections of lights tires brakes suspension horns wiper system hvac system engine air cleaner filter steering system radiator drive belts cooling system charging system and fluid levels inspected for fluid leaks set tire pressures performed on board diagnostics reset service reminder performed road test brakes fmm rmm tire tread fmm rmm k year intermediate service is due client declines service at this time reset service light for service even though service was not performed|engine oil|,1
46824,1,service  performed the  mile year minor service interval drained engine oil replaced $T$ and oil filter inspections of lights tires brakes suspension horns wiper system hvac system engine air cleaner filter steering system radiator drive belts cooling system charging system and fluid levels inspected for fluid leaks set tire pressures performed on board diagnostics reset service reminder performed road test brakes fmm rmm tire tread fmm rmm k year intermediate service is due client declines service at this time reset service light for service even though service was not performed|engine oil|,1
46825,1,service  performed the  mile year minor service interval drained engine oil replaced engine oil and $T$ inspections of lights tires brakes suspension horns wiper system hvac system engine air cleaner filter steering system radiator drive belts cooling system charging system and fluid levels inspected for fluid leaks set tire pressures performed on board diagnostics reset service reminder performed road test brakes fmm rmm tire tread fmm rmm k year intermediate service is due client declines service at this time reset service light for service even though service was not performed|oil filter|,1
46826,-1,service  performed the  mile year minor service interval drained engine oil replaced engine oil and oil filter inspections of lights tires brakes suspension horns wiper system hvac system engine air cleaner filter steering system radiator drive belts cooling system charging system and fluid levels inspected for fluid leaks set tire pressures performed on board diagnostics reset service reminder performed road test brakes fmm rmm tire tread fmm rmm k year $T$ is due client declines service at this time reset service light for service even though service was not performed|intermediate service|,1
46827,1,cp tu tech  performed k $T$ maintenance oil and filter change pollen filter replacement front body drain inspection cleaned and lubricated door seals lubricated door latch and hinges test drove and set tire pressures set service intervals|intermediate service|,1
46828,1,cp tu tech  performed k intermediate service maintenance $T$ change pollen filter replacement front body drain inspection cleaned and lubricated door seals lubricated door latch and hinges test drove and set tire pressures set service intervals|oil and filter|,1
46829,1,performed service as per $T$|psmp|,1
46830,1,wp  dj  tu performed k $T$ per maintenance checklist topped off fluids and set tire pressures|psmp|,1
46831,NA,$T$ labor|oil change|,1
46832,1,$T$ performed first psmp for|psmp|,1
46833,1,psmp performed first $T$ for|psmp|,1
46834,1,performed $T$ change obd scan reset service indicator topped off fluids lubricated seals and hinges cleared ductsdrain tubes road test okay front tires  rear tires  front brakes mm rear brakes mm|oil and filter|,1
46835,0,recommend  year $T$|mile service|,1
46836,1,flooded vehicle engine not turning over engine completely filled with water interior soaked with water ri wet carpets to dry ri front bumper to drain water in inner coolers and intake system replaced engine air filter removed spark plugs to remove water in the cylinders drained oil to get old water and oil out of the engine performed a $T$ performed compression test installed new spar plugs installed new cabin filter removed and clean engine and under car from rubbish collected in high water insurance declined second and possibly third oil change to help flush left over water inside engine out oil is still milky and contains water mixed in it insurance declined replacement battery charged battery  times and it still slow to crank at time do to low voltage|oil change|,1
46837,NA,flooded vehicle engine not turning over engine completely filled with water interior soaked with water ri wet carpets to dry ri front bumper to drain water in inner coolers and intake system replaced engine air filter removed spark plugs to remove water in the cylinders drained oil to get old water and oil out of the engine performed a oil change performed compression test installed new spar plugs installed new cabin filter removed and clean engine and under car from rubbish collected in high water insurance declined second and possibly third $T$ to help flush left over water inside engine out oil is still milky and contains water mixed in it insurance declined replacement battery charged battery  times and it still slow to crank at time do to low voltage|oil change|,1
46838,1,maintainence  advised customer vehicle is due for various services if no current service records can be produced at this time customer declined all additional service recommendations requested annual service only drained and refilled $T$ with mobil  w full synthetic oil replaced filter seal and drain plug screw front brake pads have mm remaining rear brake pads have mm remaining left front tire has mm of thread remaining right front tire has mm of tread remaining left rear tire has mm of tread remaining right rear tire has mm of tread remaining adjusted fluid levels reset service indicator road test ok|engine oil|,1
46839,1,perform $T$ change oil  filter check pollen filter  air filter clean out drains  radiators lube all seals  hinges top off all fluids check under body of vehicle for fluid leaks none found check brake and tire wear  set pressures check system for faults using piwis tester reset service reminder light check all lights note car needs four  tires and rear brake pads  required for safety customer advised and declined  r   r n|maintenance service|,1
46840,1,per customers request  performed k perform $T$ top all fluids adjusted tire pressure reset service light filled inspection sheet and maint book replaced pollen filter customer declined air filters at time test drove found ok|lof|,1
46841,1,maintenance  drained and refilled $T$ with mobil  w full synthetic oil replaced filter seal and drain plug screw front brake pads have mm remaining rear brake pads have mm remaining left front tire has mm of thread remaining right front tire has mm of tread remaining left rear tire has mm of tread remaining right rear tire has mm of tread remaining adjusted fluid levels reset service indicator road test ok rear tires have no tread vehicle is unsafe to drive rear lid struts are worn out needs left headlight ballast|engine oil|,1
47055,0,intermediate service is due recommend performing a  $T$|mile service|,1
46843,1,per customers request  performed k perform $T$ top all fluids adjusted tire pressure reset service light filled inspection sheet and maint book replaced pollen filter engine air filter spark plugs cleaned drains reset all control units to basic settings test drove found ok|lof|,1
46844,-1,declined perform $T$ rather than yearly|intermediate service|,1
46845,1,performed multi point inspection technician recommendations all  tires yokohama geolander special order  engine air filter and cabin  or  $T$|mile service|,1
46846,1,performed major porsche scheduled maintenance includes inspection checklist fault code readout $T$ change topping off all fluids and checking tire pressures battery test and printout clean and modify water drains clean debris from radiator ducts brake fluid flush replacing pollen ac cabin air filter engine air filters spark plugs wiper blades front and rear fuel injectionsystem treatment inspection of brakes and multiple components on inspection list reset maintenance indicator if required and update maintenance manual performed test drive check systems lights and operational readiness of vehicle|oil and filter|,1
46847,1,$T$ completed with mobil  full synthetic oil and new oil filter adjusted all fluid levels performed spark plug replacement service front brake pads at mm remaining rear brake pads at mm remaining front tires have mm of thread remaining rear tires have mm of tread remaining reset service indicator during inspection found nail in rr tire recommended replacement customer declined at this time|oil service|,1
46848,1,oil service completed with mobil  full synthetic oil and new $T$ adjusted all fluid levels performed spark plug replacement service front brake pads at mm remaining rear brake pads at mm remaining front tires have mm of thread remaining rear tires have mm of tread remaining reset service indicator during inspection found nail in rr tire recommended replacement customer declined at this time|oil filter|,1
46849,0,verified customer concern oil level overfull is displayed on dash run oil filling procedure with piwis tester verified oil level is overfull vehicle is due for $T$ in  days recommend oil change to rectify oil level|oil change|,1
46850,0,verified customer concern oil level overfull is displayed on dash run oil filling procedure with piwis tester verified oil level is overfull vehicle is due for oil change in  days recommend $T$ to rectify oil level|oil change|,1
46851,1,performed k prepaid service with $T$ change topped off fluids and reset the counter performed brake fluid service replaced all dust filters and replaced the wipers corrected the tire pressures recommend  new tires and alignment|oil and filter|,1
46852,0,a complimentary multipoint inspection was performed see attached vehicle is due for a $T$ wipers streak rear tires are below specs all four tires are over  years old and are semi dry rotted and not n rated steering wheel shakes at speeds of mph  this will need to be diagnosed|major service|,1
